select count ( _ ) from _ | select count ( * ) from singer
select distinct _ from _ where _ | select distinct country from singer where birthdate = 2001
select distinct _ from _ where _ | select distinct country from singer where birthyear = 2001
select distinct _ from _ where _ | select distinct country from singer wherebirthday = 2001
select distinct _ from _ where _ | select distinct country from singer where birth= 2001
select distinct _ from _ where _ | select distinct country from singer where year = 2001
select distinct _ from _ where _ | select distinct country from singer where birth = 2001
select distinct _ from _ where _ | select distinct country from singer where birthday = 2001
select distinct _ from _ where _ | select distinct country from singer where birthday = 2001
select distinct _ from _ where _ | select distinct country from singer where birthdate = 2001
select distinct _ from _ where _ | select distinct country from singer where birthyear = 2001
select distinct _ from _ where _ | select distinct country from singer wherebirthday = 2001
select distinct _ from _ where _ | select distinct country from singer where birth= 2001
select distinct _ from _ where _ | select distinct country from singer where birth = 2001
select distinct _ from _ where _ | select distinct country from singer where year = 2001
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select _, count( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select county, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by county
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by nation
select _, count ( _ ) from _ group by _ | select country and count ( * ) from singer group by country
select _, count ( _ ) From _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select count ( _ ), _ from _ group by _ | select count ( * ), country from singer group by country
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select county, count ( * ) from singer group by country
select _, count( _ ) from _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) From _ group by _ | select country, count ( * ) from singer group by country
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by county
select _, count ( _ ) from _ group by _ | select country, count ( * ) from singer group by nation
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthdate > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where age > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where age > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where age > ( select avg ( age ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthdate > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthday > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where age > ( select avg ( birthday ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where birthdate > ( select avg ( birthdate ) from singer )
select _ from _ where _ > ( select avg ( _ ) from _ ) | select song_name from singer where age > ( select avg ( birthday ) from singer )
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5500 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 1000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10,000
select _ from _ where _ between _ and _ | select name, location from stadium where capacity between 5000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 4000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5250 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5500 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 1000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5000 and 10,000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5250 and 10000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 500 and 1000
select _ from _ where _ between _ and _ | select location, name from stadium where capacity between 5200 and 10000
select avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select max ( _ ), avg ( _ ) from _ | select max ( capacity ), avg ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select anavg ( capacity ), max ( capacity ) from stadium
select the avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select average, max ( capacity ) from stadium
select an avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select avg ( capacity ), maximum ( capacity ) from stadium
select Avg ( _ ), max ( _ ) from _ | select Avg ( capacity ), max ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select max ( _ ), avg ( _ ) from _ | select max ( capacity ), avg ( capacity ) from stadium
select an avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select anavg ( capacity ), max ( capacity ) from stadium
select the avg ( _ ), max ( _ ) from _ | select avg ( capacity ), max ( capacity ) from stadium
select Avg ( _ ), max ( _ ) from _ | select Avg ( capacity ), max ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select avg ( capacity ), maximum ( capacity ) from stadium
select avg ( _ ), max ( _ ) from _ | select average, max ( capacity ) from stadium
select _ from _ order by _ desc limit _ | select name, capacity from stadium order by average desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by average order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by capacity order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by avg ( average ) order by avg ( average ) desc limit 1
select _ from _ order by _ desc limit _ | select name, capacity from stadium order by avg ( average ) desc limit 1
select _ from _ order by avg ( _ ) desc limit _ | select name, capacity from stadium order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by age order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by average order by anavg ( average ) desc limit 1
select _ from _ order by _ desc limit _ | select name, capacity from stadium order by average desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by average order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by avg ( average ) order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by capacity order by avg ( average ) desc limit 1
select _ from _ order by _ desc limit _ | select name, capacity from stadium order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by age order by avg ( average ) desc limit 1
select _ from _ order by avg ( _ ) desc limit _ | select name, capacity from stadium order by avg ( average ) desc limit 1
select _ from _ group by _ order by avg ( _ ) desc limit _ | select name, capacity from stadium group by name order by avg ( average ) desc limit 1
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2014 or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2014 or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year > or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2014 and theme = 'Concert'
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2013 or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2015
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year > or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2015
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2013 or year <= 2014
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2015
select count ( _ ) from _ where _ | select count ( * ) from concert where year >= 2014 and theme = 'Concert'
select count ( _ ) from _ where _ | select count ( * ) from concert where year > 2014 or year <= 2014
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.name
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by concert.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from concert join stadium on concert.stadium_id = stadium.stadium_id group by stadium.name
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.status_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from concert join stadium on concert.stadium_id = stadium.stadium_id group by concert.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.site_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.stand_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.name
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from concert join stadium on concert.stadium_id = stadium.stadium_id group by stadium.name
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.site_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from concert join stadium on concert.stadium_id = stadium.stadium_id group by concert.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.venue_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by concert.stadium_id
select _, count ( _ ) from _ group by _ | select stadium.name, count ( * ) from stadium join concert on stadium.stadium_id = concert.stadium_id group by stadium.naming
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year >= 2014 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year >= 2014 group by concert.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year >= 2014 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year >= 2014 group by stadium.name order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year >= 2014 group by concert.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year >= 2014 group by stadium.status_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year >= 14 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.capacity from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year>= 2014 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year > 2013 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year > 2013 group by concert.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year > 2013 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year > 2014 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year > 2013 group by concert.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year > 2013 group by stadium.status_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name and stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year > 2013 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ where _ group by _ order by count ( _ ) desc limit _ | select stadium.name, stadium.highest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year >2013 group by stadium.stadium_id order by count ( * ) desc limit 1
select _ from _ order by _ desc limit _ | select concert_name from concert order by year desc limit 1
select _ from _ where _ = ( select max ( _ ) from _ ) | select concert_name from concert where year = ( select max ( year ) from concert )
select _ from _ order by _ desc limit _ | select concert_name, year from concert order by year desc limit 1
select _ from _ order by _ asc limit _ | select concert_name from concert order by year asc limit 1
select _ from _ order by _ desc limit _ | selectconcert_name from concert order by year desc limit 1
select _ from _ order by _ desc limit _ | select concert_name from concert order by age desc limit 1
select _ from _ order by _ desc limit _ | select concert_name from concert order by years desc limit 1
select _ from _ where _ = ( select max ( _ ) from _ ) | select concert_name from concert where age = ( select max ( year ) from concert )
select _ from _ order by _ desc limit _ | select concert_name from concert order by year desc limit 1
select _ from _ order by _ asc limit _ | select concert_name from concert order by year asc limit 1
select _ from _ order by _ desc limit _ | selectconcert_name from concert order by year desc limit 1
select _ from _ order by _ asc limit _ | selectconcert_name from concert order by year asc limit 1
select _ from _ order by _ desc limit _ | select cont_name from concert order by year desc limit 1
select _ from _ order by _ als ( _ ) desc limit _ | select concert_name from concert order by year als ( * ) desc limit 1
select _ from _ order by _ als ( _ ) desc limit _ | select concert_name from concert order by year desc limit 1
select _ from _ order by _ als ( _ ) desc limit _ | select concert_name from concert order by year asc limit 1
select _ from _ where _ not in ( select _ from _ ) | select highest from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select max ( attendance ) from stadium where stadium_id not in ( select stadium_id from concert )
select max ( _ ) from _ where _ not in ( select _ from _ ) | select max ( attendance ) from stadium where stadium_id not in ( select stadium_id from concert )
select max ( _ ) from _ without _ | select max ( stadium.highest ) from stadium join concert on stadium.stadium_id = concert.stadium_id without concert.concert_id
select _ from _ where _ not in ( select _ from _ ) | select highest from stadium where stadium_id not in ( select stadium_id from concert )
select max ( _ ) from _ where _ not in ( select _ from _ ) | select max ( * ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select max ( * ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select maximum from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select lowest from stadium where stadium_id not in ( select stadium_id from concert )
select min ( _ ) from _ where _ not in ( select _ from _ ) | select min ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select lowest from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select minimum from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select least from stadium where stadium_id not in ( select stadium_id from concert )
select min ( _ ) from _ where _ not in ( select _ from _ ) | select min ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select min ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ not in ( select _ from _ ) | select max ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert )
select _ from _ where _ | select country from singer where birthday = 1981 or birthyear = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthday = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthdate = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthyear = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthday = 1991
select _ from _ where _ | select country from singer where birthdate = 1981 or birthdate = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthday = 1991
select _ from _ where _ | select country from singer where birthday = 1981 or birthday = 1991
select _ from _ except select _ from _ where _ | select average from stadium except select stadium.average from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select _ from _ except select _ from _ where _ | select average from stadium except select stadium.average from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id except select stadium.average from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014 except select stadium.average from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( average ) from stadium except select stadium.average from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id except select stadium.avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( average ) from stadium except select stadium.average from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year = 2014
select avg ( _ ) from _ except select _ from _ where _ | select avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014 except select stadium.avg ( stadium.average ) from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select _ from _ except select _ from _ where _ | select lowest from stadium except select stadium.lowest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select min ( _ ) from _ where _ not in ( select _ from _ where _ ) | select min ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert where year = 2014 )
select _ from _ except select _ from _ where _ | select lowest from stadium except select stadium.lowest from concert join stadium on concert.stadium_id = stadium.stadium_id where concert.year = 2014
select _ from _ where _ not in ( select _ from _ where _ ) | select lowest from stadium where stadium_id not in ( select stadium_id from concert where year = 2014 )
select min ( _ ) from _ where _ not in ( select _ from _ where _ ) | select min ( lowest ) from stadium where stadium_id not in ( select stadium_id from concert where year = 2014 )
select _ from _ except select _ from _ where _ | select lowest from stadium except select stadium.lowest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select _ from _ except select _ from _ where _ | select minimum from stadium except select stadium.lowest from stadium join concert on stadium.stadium_id = concert.stadium_id where concert.year = 2014
select _ from _ where _ not in ( select _ from _ where _ ) | select lowest from stadium where stadium_id not in ( select stadium_id from concert where year = 2014 )
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from singer_in_concert join concert on singer_in_concert.concert_id = concert.concert_id group by concert.concert_name
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from concert join singer_in_concert on concert.concert_id = singer_in_concert.concert_id group by concert.concert_id
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from singer_in_concert join concert on singer_in_concert.concert_id = concert.concert_id group by singer_in_concert.concert_id
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from singer_in_concert join concert on singer_in_concert.concert_id = concert.concert_id group by singer.concert.concert_id
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from concert join singer_in_concert on concert.concert_id = singer_in_concert.concert_id group by concert.concert_name
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from singer_in_concert join concert on singer_in_concert.concert_id = concert.concert_id group by concert.concert_id
select _, count ( _ ) from _ group by _ | select concert.concert_name, concert.theme, count ( * ) from singer_in_concert join concert on singer_in_concert.concert_id = concert.concert_id group by singing_in_concert.concert_id
